date,twse_close,tsmc_close,nasdaq_close,nvidia_close,sox_close
2023-11-07,16684.94921875,555.0,13639.8603515625,45.95500183105469,3471.4599609375
2023-11-08,16740.830078125,556.0,13650.41015625,46.57400131225586,3472.669921875
2023-11-09,16745.650390625,557.0,13521.4501953125,46.95000076293945,3452.340087890625
2023-11-10,16682.669921875,557.0,13798.1103515625,48.334999084472656,3591.739990234375
2023-11-13,16839.2890625,571.0,13767.740234375,48.619998931884766,3556.75
2023-11-14,16915.7109375,572.0,14094.3798828125,49.65599822998047,3685.570068359375
2023-11-15,17128.779296875,581.0,14103.83984375,48.88800048828125,3712.090087890625
2023-11-16,17171.1796875,583.0,14113.669921875,49.47999954223633,3724.10009765625
2023-11-17,17208.94921875,580.0,14125.48046875,49.29800033569336,3748.64990234375
2023-11-20,17210.470703125,577.0,14284.5302734375,50.40900039672851,3805.81005859375
2023-11-21,17416.69921875,585.0,14199.98046875,49.944000244140625,3732.7900390625
2023-11-22,17310.259765625,577.0,14265.8603515625,48.71599960327149,3744.9599609375
2023-11-23,17294.55078125,578.0,,,
2023-11-24,17287.419921875,575.0,14250.849609375,47.7760009765625,3747.929931640625
2023-11-27,17137.419921875,568.0,14241.01953125,48.242000579833984,3739.31005859375
2023-11-28,17341.25,575.0,14281.759765625,47.82099914550781,3718.35009765625
2023-11-29,17370.560546875,574.0,14258.490234375,48.13999938964844,3753.360107421875
2023-11-30,17433.849609375,577.0,14226.2197265625,46.77000045776367,3724.580078125
2023-12-01,17438.349609375,579.0,14305.0302734375,46.76499938964844,3738.27001953125
2023-12-04,17421.48046875,574.0,14185.490234375,45.5099983215332,3693.43994140625
2023-12-05,17328.009765625,570.0,14229.91015625,46.56600189208984,3672.39990234375
2023-12-06,17360.720703125,570.0,14146.7099609375,45.50299835205078,3645.820068359375
2023-12-07,17278.740234375,566.0,14339.990234375,46.59600067138672,3747.5400390625
2023-12-08,17383.990234375,570.0,14403.9697265625,47.50600051879883,3774.169921875
2023-12-11,17418.33984375,574.0,14432.490234375,46.62699890136719,3902.389892578125
2023-12-12,17450.630859375,578.0,14533.400390625,47.65700149536133,3930.179931640625
2023-12-13,17468.9296875,577.0,14733.9599609375,48.0880012512207,3990.949951171875
2023-12-14,17653.109375,582.0,14761.5595703125,48.349998474121094,4097.47021484375
